"subID","keyboard_condition","trial_type","trial_number","correct_num","response_num","response_rt","correct_space","response_space","probe_space","correct_width","response_width","probe_width","adjustment_duration","stim_length","exp_version","number_deviation","width_deviation","spacing_deviation","number_deviation_ratio","width_deviation_ration","spacing_deviation_ratio","response_stim_length","compression_rate","actual_pooled_width","response_pooled_width","pooled_width_deviation","actual_width_density","response_width_density","width_density_deviation","actual_edge_to_edge_spacing","response_edge_to_edge_spacing","edge_to_edge_spacing_deviation","width_deviation_relative","spacing_deviation_relative","corrected_width_deviation","corrected_width_deviation_relative","spacing"
"702","up_down_width","initial",48,3,2,0.835844999877736,0.9,1.1,0.8,0.25,0.15,0.4,2.49403089983389,2.05,"exp1",-1,-0.0999999999999999,0.2,-0.333333333333333,0.6,1.22222222222222,1.25,0.609756097560976,0.75,0.3,-0.45,0.365853658536585,0.24,-0.125853658536585,0.65,0.95,0.3,-0.4,0.222222222222222,NA,NA,"middle"
"702","up_down_width","match",49,4,3,0.782643700018525,0.733333333333333,1.15,1.3,0.25,0.3,0.55,2.52506470005028,2.45,"exp1",-1,0.05,0.416666666666667,-0.25,1.2,1.56818181818182,2.6,1.06122448979592,1,0.9,-0.0999999999999999,0.408163265306122,0.346153846153846,-0.0620094191522761,0.483333333333333,0.85,0.366666666666666,0.2,0.568181818181818,NA,NA,"small"
"702","up_down_width","match",50,5,4,0.782107999781147,0.675,0.8,1.1,0.4,0.55,0.55,1.61272859992459,3.1,"exp1",-1,0.15,0.125,-0.2,1.375,1.18518518518519,2.95,0.951612903225806,2,2.2,0.2,0.645161290322581,0.745762711864407,0.100601421541826,0.275,0.25,-0.025,0.375,0.185185185185185,NA,NA,"small"
"702","up_down_width","match",51,3,2,0.851280399831012,1.8,2.2,1.4,0.25,0.2,0.35,2.9086930998601,3.85,"exp1",-1,-0.05,0.4,-0.333333333333333,0.8,1.22222222222222,2.4,0.623376623376623,0.75,0.4,-0.35,0.194805194805195,0.166666666666667,-0.0281385281385282,1.55,2,0.45,-0.2,0.222222222222222,NA,NA,"large"
"702","up_down_width","initial",52,3,3,0.655657100025564,0.7,0.8,0.5,0.4,0.3,0.3,1.88505209982395,1.8,"exp1",0,-0.1,0.1,0,0.75,1.14285714285714,1.9,1.05555555555556,1.2,0.9,-0.3,0.666666666666667,0.473684210526316,-0.192982456140351,0.3,0.5,0.2,-0.25,0.142857142857143,NA,NA,"small"
"702","up_down_width","initial",1,5,4,0.876772599993274,0.9,1.2,0.7,0.25,0.2,0.4,2.46758129983209,3.85,"exp1",-1,-0.0499999999999999,0.3,-0.2,0.8,1.33333333333333,3.8,0.987012987012987,1.25,0.8,-0.45,0.324675324675325,0.210526315789474,-0.114149008885851,0.65,1,0.35,-0.2,0.333333333333333,NA,NA,"middle"
"702","up_down_width","match",2,4,4,0.684107200009748,0.733333333333333,1,0.7,0.25,0.3,0.3,1.16390509996563,2.45,"exp1",0,0.05,0.266666666666667,0,1.2,1.36363636363636,3.3,1.3469387755102,1,1.2,0.2,0.408163265306122,0.363636363636364,-0.0445269016697588,0.483333333333333,0.7,0.216666666666667,0.2,0.363636363636364,NA,NA,"small"
"702","up_down_width","match",3,3,3,0.740913499845192,1.8,1.4,0.6,0.55,0.35,0.35,2.57915039989166,4.15,"exp1",0,-0.2,-0.4,0,0.636363636363636,0.777777777777778,3.15,0.759036144578313,1.65,1.05,-0.6,0.397590361445783,0.333333333333333,-0.0642570281124499,1.25,1.05,-0.2,-0.363636363636364,-0.222222222222222,NA,NA,"large"
"702","up_down_width","match",4,5,4,0.807978499913588,0.825,1.3,1.2,0.25,0.3,0.3,0.694554699817672,3.55,"exp1",-1,0.05,0.475,-0.2,1.2,1.57575757575758,4.2,1.1830985915493,1.25,1.2,-0.05,0.352112676056338,0.285714285714286,-0.0663983903420524,0.575,1,0.425,0.2,0.575757575757576,NA,NA,"middle"
"702","up_down_width","initial",5,3,3,0.760765899904072,0.7,0.7,0.7,0.55,0.5,0.5,0.79293269990012,1.95,"exp1",0,-0.05,0,0,0.909090909090909,1,1.9,0.974358974358974,1.65,1.5,-0.15,0.846153846153846,0.789473684210526,-0.0566801619433199,0.15,0.2,0.05,-0.090909090909091,0,NA,NA,"small"
"702","up_down_width","initial",6,4,4,0.646188899874687,0.9,0.9,1.1,0.55,0.5,0.2,4.16252029989846,3.25,"exp1",0,-0.0500000000000001,0,0,0.909090909090909,1,3.2,0.984615384615385,2.2,2,-0.2,0.676923076923077,0.625,-0.0519230769230771,0.35,0.4,0.0500000000000001,-0.0909090909090911,0,NA,NA,"middle"
"702","up_down_width","initial",7,4,4,0.695878499886021,0.7,1.3,0.8,0.25,0.25,0.4,2.84309859992936,2.35,"exp1",0,5.55111512312578e-17,0.6,0,1,1.85714285714286,4.15,1.76595744680851,1,1,2.22044604925031e-16,0.425531914893617,0.240963855421687,-0.18456805947193,0.45,1.05,0.6,2.22044604925031e-16,0.857142857142857,NA,NA,"small"
"702","up_down_width","match",8,4,4,0.78090210002847,0.466666666666667,0.5,1,0.4,0.45,0.45,1.65526399994269,1.8,"exp1",0,0.05,0.0333333333333333,0,1.125,1.07142857142857,1.95,1.08333333333333,1.6,1.8,0.2,0.888888888888889,0.923076923076923,0.0341880341880342,0.0666666666666667,0.05,-0.0166666666666667,0.125,0.0714285714285714,NA,NA,"small"
"702","up_down_width","match",9,3,3,0.727089099818841,2.2,1.55,0.8,0.55,0.4,0.35,2.90063079982065,4.95,"exp1",0,-0.15,-0.65,0,0.727272727272727,0.704545454545454,3.5,0.707070707070707,1.65,1.2,-0.45,0.333333333333333,0.342857142857143,0.00952380952380949,1.65,1.15,-0.5,-0.272727272727273,-0.295454545454545,NA,NA,"large"
"702","up_down_width","initial",10,5,4,1.02171309990808,1.1,1.3,0.7,0.4,0.4,0.4,1.37535129999742,4.8,"exp1",-1,0,0.2,-0.2,1,1.18181818181818,4.3,0.895833333333333,2,1.6,-0.4,0.416666666666667,0.372093023255814,-0.0445736434108527,0.7,0.9,0.2,0,0.181818181818182,NA,NA,"large"
"702","up_down_width","match",11,5,4,0.65937599982135,0.675,0.6,1.1,0.55,0.55,0.2,3.77862019976601,3.25,"exp1",-1,-1.11022302462516e-16,-0.0750000000000001,-0.2,1,0.888888888888889,2.35,0.723076923076923,2.75,2.2,-0.55,0.846153846153846,0.936170212765957,0.0900163666121113,0.125,0.05,-0.075,-2.01858731750028e-16,-0.111111111111111,NA,NA,"small"
"702","up_down_width","match",12,3,3,0.785858999937773,1.475,1.45,0.7,0.25,0.2,0.2,2.86299229972064,3.2,"exp1",0,-0.05,-0.0250000000000001,0,0.8,0.983050847457627,3.1,0.96875,0.75,0.6,-0.15,0.234375,0.193548387096774,-0.0408266129032258,1.225,1.25,0.0249999999999999,-0.2,-0.016949152542373,NA,NA,"large"
"702","up_down_width","match",13,5,4,0.710287499707192,0.825,0.8,0.4,0.55,0.65,0.35,3.40981319989078,3.85,"exp1",-1,0.1,-0.025,-0.2,1.18181818181818,0.96969696969697,3.05,0.792207792207792,2.75,2.6,-0.15,0.714285714285714,0.852459016393443,0.138173302107728,0.275,0.15,-0.125,0.181818181818182,-0.0303030303030303,NA,NA,"middle"
"702","up_down_width","initial",14,3,3,0.768748600035906,0.9,1.75,0.5,0.25,0.25,0.25,4.641587899765,2.05,"exp1",0,0,0.85,0,1,1.94444444444444,3.75,1.82926829268293,0.75,0.75,0,0.365853658536585,0.2,-0.165853658536585,0.65,1.5,0.85,0,0.944444444444444,NA,NA,"middle"
"702","up_down_width","match",15,3,3,0.773319900035858,1.8,1.8,0.9,0.4,0.3,0.3,3.88856039987877,4,"exp1",0,-0.1,2.22044604925031e-16,0,0.75,1,3.9,0.975,1.2,0.9,-0.3,0.3,0.230769230769231,-0.0692307692307693,1.4,1.5,0.1,-0.25,1.2335811384724e-16,NA,NA,"large"
"702","up_down_width","match",16,3,3,0.844560399884358,1.4,1.65,0.4,0.25,0.2,0.2,4.40318989986554,3.05,"exp1",0,-0.05,0.25,0,0.8,1.17857142857143,3.5,1.14754098360656,0.75,0.6,-0.15,0.245901639344262,0.171428571428571,-0.0744730679156909,1.15,1.45,0.3,-0.2,0.178571428571429,NA,NA,"large"
"702","up_down_width","initial",17,3,3,0.705336999846622,1.1,0.75,0.5,0.55,0.35,0.2,2.22793539986014,2.75,"exp1",0,-0.2,-0.35,0,0.636363636363636,0.681818181818182,1.85,0.672727272727273,1.65,1.05,-0.6,0.6,0.567567567567567,-0.0324324324324327,0.55,0.4,-0.15,-0.363636363636364,-0.318181818181818,NA,NA,"large"
"702","up_down_width","match",18,3,3,0.619966199854389,1.4,1.2,1.2,0.55,0.45,0.45,0.637622699839994,3.35,"exp1",0,-0.1,-0.2,0,0.818181818181818,0.857142857142857,2.85,0.850746268656716,1.65,1.35,-0.3,0.492537313432836,0.473684210526316,-0.01885310290652,0.85,0.75,-0.0999999999999999,-0.181818181818182,-0.142857142857143,NA,NA,"large"
"702","up_down_width","initial",19,4,3,0.618369200034067,0.7,0.85,0.8,0.55,0.65,0.3,1.91923109977506,2.65,"exp1",-1,0.1,0.15,-0.25,1.18181818181818,1.21428571428571,2.35,0.886792452830189,2.2,1.95,-0.25,0.830188679245283,0.829787234042553,-0.000401445202729889,0.15,0.2,0.05,0.181818181818182,0.214285714285714,NA,NA,"small"
"702","up_down_width","match",20,4,3,0.917463099816814,0.6,0.9,0.9,0.4,0.65,0.35,2.06051119999029,2.2,"exp1",-1,0.25,0.3,-0.25,1.625,1.5,2.45,1.11363636363636,1.6,1.95,0.35,0.727272727272727,0.795918367346939,0.0686456400742115,0.2,0.25,0.0499999999999999,0.625,0.5,NA,NA,"small"
"702","up_down_width","initial",21,4,4,0.676771099912003,1.1,1.3,0.6,0.25,0.2,0.2,1.90883530001156,3.55,"exp1",0,-0.05,0.2,0,0.8,1.18181818181818,4.1,1.15492957746479,1,0.8,-0.2,0.28169014084507,0.195121951219512,-0.0865681896255582,0.85,1.1,0.25,-0.2,0.181818181818182,NA,NA,"large"
"702","up_down_width","match",22,5,4,0.573793699964881,0.525,0.9,0.9,0.25,0.45,0.55,1.48992279986851,2.35,"exp1",-1,0.2,0.375,-0.2,1.8,1.71428571428571,3.15,1.34042553191489,1.25,1.8,0.55,0.531914893617021,0.571428571428571,0.0395136778115501,0.275,0.45,0.175,0.8,0.714285714285714,NA,NA,"small"
"702","up_down_width","match",23,5,4,0.642913399729878,0.675,1,1.2,0.4,0.7,0.55,2.31298960000277,3.1,"exp1",-1,0.3,0.325,-0.2,1.75,1.48148148148148,3.7,1.19354838709677,2,2.8,0.800000000000001,0.645161290322581,0.756756756756757,0.111595466434176,0.275,0.3,0.0249999999999998,0.75,0.481481481481481,NA,NA,"small"
"702","up_down_width","match",24,3,3,0.820962199708447,1.8,1.45,1.2,0.25,0.25,0.35,2.56005919980817,3.85,"exp1",0,0,-0.35,0,1,0.805555555555555,3.15,0.818181818181818,0.75,0.75,0,0.194805194805195,0.238095238095238,0.0432900432900433,1.55,1.2,-0.35,0,-0.194444444444444,NA,NA,"large"
"702","up_down_width","initial",25,3,3,0.724887499818578,0.9,1.1,1.1,0.4,0.45,0.25,2.05493949982338,2.2,"exp1",0,0.0499999999999999,0.2,0,1.125,1.22222222222222,2.65,1.20454545454545,1.2,1.35,0.15,0.545454545454546,0.509433962264151,-0.0360205831903947,0.5,0.65,0.15,0.125,0.222222222222222,NA,NA,"middle"
"702","up_down_width","initial",26,5,4,0.789934299886227,1.1,1.2,0.5,0.55,0.5,0.45,2.66111159976572,4.95,"exp1",-1,-0.05,0.0999999999999999,-0.2,0.909090909090909,1.09090909090909,4.1,0.828282828282828,2.75,2,-0.75,0.555555555555556,0.487804878048781,-0.067750677506775,0.55,0.7,0.15,-0.090909090909091,0.0909090909090908,NA,NA,"large"
"702","up_down_width","initial",27,3,3,0.644065199885517,0.7,0.8,0.6,0.25,0.3,0.5,2.53771990002133,1.65,"exp1",0,0.05,0.1,0,1.2,1.14285714285714,1.9,1.15151515151515,0.75,0.9,0.15,0.454545454545455,0.473684210526316,0.0191387559808612,0.45,0.5,0.05,0.2,0.142857142857143,NA,NA,"small"
"702","up_down_width","initial",28,5,5,0.813356999773532,0.7,1.2,1.2,0.25,0.3,0.5,2.37514729984105,3.05,"exp1",0,0.05,0.5,0,1.2,1.71428571428571,5.1,1.67213114754098,1.25,1.5,0.25,0.409836065573771,0.294117647058824,-0.115718418514947,0.45,0.9,0.45,0.2,0.714285714285714,NA,NA,"small"
"702","up_down_width","match",29,4,4,0.879849399905652,0.733333333333333,0.6,0.6,0.55,0.45,0.45,0.679892899934202,2.75,"exp1",0,-0.1,-0.133333333333333,0,0.818181818181818,0.818181818181818,2.25,0.818181818181818,2.2,1.8,-0.4,0.8,0.8,0,0.183333333333333,0.15,-0.0333333333333333,-0.181818181818182,-0.181818181818182,NA,NA,"small"
"702","up_down_width","initial",30,4,4,0.749134799931198,1.1,0.7,0.7,0.4,0.4,0.4,0.862595399841666,3.7,"exp1",0,0,-0.4,0,1,0.636363636363636,2.5,0.675675675675676,1.6,1.6,0,0.432432432432432,0.64,0.207567567567568,0.7,0.3,-0.4,0,-0.363636363636364,NA,NA,"large"
"702","up_down_width","match",31,4,4,0.831912199966609,0.783333333333333,1.1,1.1,0.25,0.35,0.45,1.9934735998977,2.6,"exp1",0,0.1,0.316666666666667,0,1.4,1.40425531914894,3.65,1.40384615384615,1,1.4,0.4,0.384615384615385,0.383561643835616,-0.00105374077976816,0.533333333333333,0.75,0.216666666666667,0.4,0.404255319148936,NA,NA,"small"
"702","up_down_width","initial",32,5,4,0.807484299875796,0.7,1,1.3,0.4,0.5,0.35,2.07685149996541,3.2,"exp1",-1,0.0999999999999999,0.3,-0.2,1.25,1.42857142857143,3.5,1.09375,2,2,-2.22044604925031e-16,0.625,0.571428571428571,-0.0535714285714286,0.3,0.5,0.2,0.25,0.428571428571429,NA,NA,"small"
"702","up_down_width","initial",33,3,3,0.691248799907044,0.7,1,1,0.4,0.5,0.5,0.994865000015125,1.8,"exp1",0,0.1,0.3,0,1.25,1.42857142857143,2.5,1.38888888888889,1.2,1.5,0.3,0.666666666666667,0.6,-0.0666666666666668,0.3,0.5,0.2,0.25,0.428571428571429,NA,NA,"small"
"702","up_down_width","initial",34,5,4,0.726145399967209,0.9,0.9,0.4,0.4,0.25,0.25,1.80099329981022,4,"exp1",-1,-0.15,0,-0.2,0.625,1,2.95,0.7375,2,1,-1,0.5,0.338983050847458,-0.161016949152542,0.5,0.65,0.15,-0.375,0,NA,NA,"middle"
"702","up_down_width","initial",35,5,4,0.796517399838194,0.7,0.9,0.9,0.55,0.55,0.55,0.712669699918479,3.35,"exp1",-1,0,0.2,-0.2,1,1.28571428571429,3.25,0.970149253731343,2.75,2.2,-0.55,0.82089552238806,0.676923076923077,-0.143972445464983,0.15,0.35,0.2,0,0.285714285714286,NA,NA,"small"
"702","up_down_width","initial",36,3,3,0.791340799769387,1.1,0.8,0.4,0.4,0.2,0.2,2.27642909996212,2.6,"exp1",0,-0.2,-0.3,0,0.5,0.727272727272727,1.8,0.692307692307692,1.2,0.6,-0.6,0.461538461538462,0.333333333333333,-0.128205128205128,0.7,0.6,-0.1,-0.5,-0.272727272727273,NA,NA,"large"
"702","up_down_width","match",37,3,3,0.900947499787435,2.2,1.45,0.5,0.25,0.2,0.2,3.70357290003449,4.65,"exp1",0,-0.05,-0.75,0,0.8,0.659090909090909,3.1,0.666666666666667,0.75,0.6,-0.15,0.161290322580645,0.193548387096774,0.0322580645161291,1.95,1.25,-0.7,-0.2,-0.340909090909091,NA,NA,"large"
"702","up_down_width","match",38,5,4,0.654970399802551,0.8625,1.3,0.4,0.25,0.25,0.35,2.70697459974326,3.7,"exp1",-1,0,0.4375,-0.2,1,1.50724637681159,4.15,1.12162162162162,1.25,1,-0.25,0.337837837837838,0.240963855421687,-0.0968739824161511,0.6125,1.05,0.4375,0,0.507246376811594,NA,NA,"middle"
"702","up_down_width","initial",39,4,3,0.835425700061023,0.9,1.35,1.2,0.25,0.25,0.3,1.32882619975135,2.95,"exp1",-1,0,0.45,-0.25,1,1.5,2.95,1,1,0.75,-0.25,0.338983050847458,0.254237288135593,-0.0847457627118644,0.65,1.1,0.45,0,0.5,NA,NA,"middle"
"702","up_down_width","initial",40,3,3,0.613340699812397,1.1,0.85,0.4,0.25,0.15,0.2,2.08304729987867,2.45,"exp1",0,-0.1,-0.25,0,0.6,0.772727272727273,1.85,0.755102040816326,0.75,0.45,-0.3,0.306122448979592,0.243243243243243,-0.0628792057363485,0.85,0.7,-0.15,-0.4,-0.227272727272727,NA,NA,"large"
"702","up_down_width","initial",41,4,4,1.1526792999357,0.9,0.8,0.8,0.4,0.25,0.25,0.588335999986157,3.1,"exp1",0,-0.15,-0.1,0,0.625,0.888888888888889,2.65,0.854838709677419,1.6,1,-0.6,0.516129032258065,0.377358490566038,-0.138770541692027,0.5,0.55,0.05,-0.375,-0.111111111111111,NA,NA,"middle"
"702","up_down_width","match",42,5,4,0.807104999898002,0.525,0.4,0.3,0.4,0.25,0.25,1.61527840001509,2.5,"exp1",-1,-0.15,-0.125,-0.2,0.625,0.761904761904762,1.45,0.58,2,1,-1,0.8,0.689655172413793,-0.110344827586207,0.125,0.15,0.025,-0.375,-0.238095238095238,NA,NA,"small"
"702","up_down_width","initial",43,4,4,0.769113499904051,0.7,0.6,0.6,0.4,0.4,0.25,2.62392409984022,2.5,"exp1",0,-5.55111512312578e-17,-0.1,0,1,0.857142857142857,2.2,0.88,1.6,1.6,-2.22044604925031e-16,0.64,0.727272727272727,0.0872727272727273,0.3,0.2,-0.0999999999999999,-1.38777878078145e-16,-0.142857142857143,NA,NA,"small"
"702","up_down_width","initial",44,4,4,0.784350899979472,1.1,1.2,1.2,0.55,0.7,0.25,2.46250129980035,3.85,"exp1",0,0.15,0.0999999999999999,0,1.27272727272727,1.09090909090909,4.3,1.11688311688312,2.2,2.8,0.6,0.571428571428571,0.651162790697674,0.0797342192691031,0.55,0.5,-0.0500000000000002,0.272727272727273,0.0909090909090908,NA,NA,"large"
"702","up_down_width","match",45,4,4,0.666043999837711,0.6,0.6,0.3,0.25,0.25,0.3,3.30645779985934,2.05,"exp1",0,0,1.11022302462516e-16,0,1,1,2.05,1,1,1,0,0.487804878048781,0.487804878048781,0,0.35,0.35,1.11022302462516e-16,0,1.85037170770859e-16,NA,NA,"small"
"702","up_down_width","match",46,4,4,0.68794530001469,0.466666666666667,0.5,1.1,0.25,0.25,0.25,2.99718539998867,1.65,"exp1",0,0,0.0333333333333333,0,1,1.07142857142857,1.75,1.06060606060606,1,1,0,0.606060606060606,0.571428571428571,-0.0346320346320347,0.216666666666667,0.25,0.0333333333333333,0,0.0714285714285714,NA,NA,"small"
"702","up_down_width","initial",47,5,4,0.697760100010782,0.9,0.8,0.4,0.55,0.55,0.2,4.39049009978771,4.15,"exp1",-1,-1.11022302462516e-16,-0.1,-0.2,1,0.888888888888889,2.95,0.710843373493976,2.75,2.2,-0.55,0.662650602409638,0.745762711864407,0.0831121094547682,0.35,0.25,-0.0999999999999999,-2.01858731750028e-16,-0.111111111111111,NA,NA,"middle"
"702","up_down_width","initial",48,3,2,0.992554599884897,0.9,1.4,1.4,0.55,0.75,0.4,1.67128750006668,2.35,"exp1",-1,0.2,0.5,-0.333333333333333,1.36363636363636,1.55555555555556,2.15,0.914893617021277,1.65,1.5,-0.15,0.702127659574468,0.697674418604651,-0.00445324096981681,0.35,0.65,0.3,0.363636363636364,0.555555555555555,NA,NA,"middle"
"702","up_down_width","initial",49,5,4,0.861610299907625,1.1,1.3,0.5,0.25,0.15,0.3,3.73575800005347,4.65,"exp1",-1,-0.1,0.2,-0.2,0.6,1.18181818181818,4.05,0.870967741935484,1.25,0.6,-0.65,0.268817204301075,0.148148148148148,-0.120669056152927,0.85,1.15,0.3,-0.4,0.181818181818182,NA,NA,"large"
"702","up_down_width","match",51,5,4,0.69598349975422,0.675,0.5,1,0.25,0.3,0.35,2.56565029988997,2.95,"exp1",-1,0.05,-0.175,-0.2,1.2,0.740740740740741,1.8,0.610169491525424,1.25,1.2,-0.05,0.423728813559322,0.666666666666667,0.242937853107345,0.425,0.2,-0.225,0.2,-0.259259259259259,NA,NA,"small"
"702","up_down_width","match",52,3,2,0.768500299891457,2.2,2.1,1,0.4,0.45,0.25,2.72145199985243,4.8,"exp1",-1,0.0499999999999999,-0.0999999999999996,-0.333333333333333,1.125,0.954545454545455,2.55,0.53125,1.2,0.9,-0.3,0.25,0.352941176470588,0.102941176470588,1.8,1.65,-0.15,0.125,-0.0454545454545453,NA,NA,"large"
"702","up_down_width","match",1,3,2,0.84428449999541,2.2,1.6,0.6,0.4,0.5,0.5,2.15261049987748,4.8,"exp1",-1,0.1,-0.6,-0.333333333333333,1.25,0.727272727272727,2.1,0.4375,1.2,1,-0.2,0.25,0.476190476190476,0.226190476190476,1.8,1.1,-0.7,0.25,-0.272727272727273,NA,NA,"large"
"702","up_down_width","initial",2,3,2,0.69238039990887,0.9,1.2,1.2,0.55,0.6,0.45,3.17376859975047,2.35,"exp1",-1,0.05,0.3,-0.333333333333333,1.09090909090909,1.33333333333333,1.8,0.765957446808511,1.65,1.2,-0.45,0.702127659574468,0.666666666666667,-0.0354609929078014,0.35,0.6,0.25,0.090909090909091,0.333333333333333,NA,NA,"middle"
"702","up_down_width","initial",3,4,4,0.806149499723688,0.9,1,1,0.55,0.55,0.2,2.85130649991333,3.25,"exp1",0,-1.11022302462516e-16,0.1,0,1,1.11111111111111,3.55,1.09230769230769,2.2,2.2,-4.44089209850063e-16,0.676923076923077,0.619718309859155,-0.0572047670639221,0.35,0.45,0.1,-2.01858731750028e-16,0.111111111111111,NA,NA,"middle"
"702","up_down_width","initial",4,4,4,0.987233799882233,0.9,1,1,0.4,0.35,0.5,1.92299839993939,3.1,"exp1",0,-0.05,0.1,0,0.875,1.11111111111111,3.35,1.08064516129032,1.6,1.4,-0.2,0.516129032258065,0.417910447761194,-0.0982185844968704,0.5,0.65,0.15,-0.125,0.111111111111111,NA,NA,"middle"
"702","up_down_width","initial",5,3,2,0.877566500101238,0.7,0.6,0.6,0.55,0.45,0.35,1.99304199987091,1.95,"exp1",-1,-0.1,-0.1,-0.333333333333333,0.818181818181818,0.857142857142857,1.05,0.538461538461538,1.65,0.9,-0.75,0.846153846153846,0.857142857142857,0.0109890109890109,0.15,0.15,1.11022302462516e-16,-0.181818181818182,-0.142857142857143,NA,NA,"small"
"702","up_down_width","initial",6,5,4,0.699820599984378,1.1,1.8,0.7,0.25,0.3,0.3,2.45725700003095,4.65,"exp1",-1,0.05,0.7,-0.2,1.2,1.63636363636364,5.7,1.2258064516129,1.25,1.2,-0.05,0.268817204301075,0.210526315789474,-0.0582908885116016,0.85,1.5,0.65,0.2,0.636363636363636,NA,NA,"large"
"702","up_down_width","initial",7,3,2,0.815467899665236,0.9,1.4,0.6,0.25,0.35,0.35,1.88488329993561,2.05,"exp1",-1,0.1,0.5,-0.333333333333333,1.4,1.55555555555556,1.75,0.853658536585366,0.75,0.7,-0.05,0.365853658536585,0.4,0.0341463414634146,0.65,1.05,0.4,0.4,0.555555555555555,NA,NA,"middle"
"702","up_down_width","match",8,4,3,1.2328543998301,0.466666666666667,0.95,0.7,0.25,0.35,0.55,2.9891472000163,1.65,"exp1",-1,0.1,0.483333333333333,-0.25,1.4,2.03571428571429,2.25,1.36363636363636,1,1.05,0.05,0.606060606060606,0.466666666666667,-0.139393939393939,0.216666666666667,0.6,0.383333333333333,0.4,1.03571428571429,NA,NA,"small"
"702","up_down_width","match",9,3,3,0.857917399844155,1.4,1.65,0.9,0.25,0.25,0.5,4.80585909984075,3.05,"exp1",0,5.55111512312578e-17,0.25,0,1,1.17857142857143,3.55,1.16393442622951,0.75,0.75,2.22044604925031e-16,0.245901639344262,0.211267605633803,-0.0346340337104594,1.15,1.4,0.25,2.22044604925031e-16,0.178571428571429,NA,NA,"large"
"702","up_down_width","match",10,4,3,0.729574699886143,0.6,0.9,1,0.4,0.7,0.55,2.26676179980859,2.2,"exp1",-1,0.3,0.3,-0.25,1.75,1.5,2.5,1.13636363636364,1.6,2.1,0.5,0.727272727272727,0.84,0.112727272727273,0.2,0.2,-2.22044604925031e-16,0.75,0.5,NA,NA,"small"
"702","up_down_width","initial",11,4,3,0.66389110009186,0.7,0.75,0.5,0.55,0.6,0.45,3.35591199970804,2.65,"exp1",-1,0.05,0.05,-0.25,1.09090909090909,1.07142857142857,2.1,0.792452830188679,2.2,1.8,-0.4,0.830188679245283,0.857142857142857,0.026954177897574,0.15,0.15,0,0.090909090909091,0.0714285714285715,NA,NA,"small"
"702","up_down_width","match",12,4,4,0.62593699991703,0.6,0.7,0.9,0.25,0.35,0.35,1.71146269980818,2.05,"exp1",0,0.1,0.1,0,1.4,1.16666666666667,2.45,1.19512195121951,1,1.4,0.4,0.487804878048781,0.571428571428572,0.083623693379791,0.35,0.35,1.11022302462516e-16,0.4,0.166666666666667,NA,NA,"small"
"702","up_down_width","initial",13,3,2,0.845401899889112,1.1,0.8,0.6,0.4,0.35,0.45,2.95086159976199,2.6,"exp1",-1,-0.05,-0.3,-0.333333333333333,0.875,0.727272727272727,1.15,0.442307692307692,1.2,0.7,-0.5,0.461538461538462,0.608695652173913,0.147157190635452,0.7,0.45,-0.25,-0.125,-0.272727272727273,NA,NA,"large"
"702","up_down_width","match",14,5,4,0.965528599917889,0.675,1,1,0.25,0.4,0.55,1.86347209988162,2.95,"exp1",-1,0.15,0.325,-0.2,1.6,1.48148148148148,3.4,1.15254237288136,1.25,1.6,0.35,0.423728813559322,0.470588235294118,0.0468594217347957,0.425,0.6,0.175,0.6,0.481481481481481,NA,NA,"small"
"702","up_down_width","match",15,5,4,0.666983899893239,0.825,1.3,1.3,0.25,0.25,0.5,1.75975859980099,3.55,"exp1",-1,5.55111512312578e-17,0.475,-0.2,1,1.57575757575758,4.15,1.16901408450704,1.25,1,-0.25,0.352112676056338,0.240963855421687,-0.111148820634651,0.575,1.05,0.475,2.22044604925031e-16,0.575757575757576,NA,NA,"middle"
"702","up_down_width","match",16,3,2,0.911220299778506,1.8,1.6,1,0.4,0.4,0.25,2.40401789988391,4,"exp1",-1,-5.55111512312578e-17,-0.2,-0.333333333333333,1,0.888888888888889,2,0.5,1.2,0.8,-0.4,0.3,0.4,0.0999999999999999,1.4,1.2,-0.2,-1.38777878078145e-16,-0.111111111111111,NA,NA,"large"
"702","up_down_width","match",17,4,2,0.829958599992096,0.733333333333333,1,0.8,0.55,0.75,0.55,2.29919029981829,2.75,"exp1",-2,0.2,0.266666666666667,-0.5,1.36363636363636,1.36363636363636,1.75,0.636363636363636,2.2,1.5,-0.7,0.8,0.857142857142857,0.0571428571428573,0.183333333333333,0.25,0.0666666666666665,0.363636363636364,0.363636363636364,NA,NA,"small"
"702","up_down_width","initial",18,5,4,0.845580499852076,0.7,0.8,0.8,0.4,0.55,0.3,4.31389089976437,3.2,"exp1",-1,0.15,0.1,-0.2,1.375,1.14285714285714,2.95,0.921875,2,2.2,0.2,0.625,0.745762711864407,0.120762711864407,0.3,0.25,-0.0499999999999998,0.375,0.142857142857143,NA,NA,"small"
"702","up_down_width","match",19,5,4,0.811563399853185,0.8625,1,1.3,0.25,0.25,0.35,2.6972439000383,3.7,"exp1",-1,0,0.1375,-0.2,1,1.15942028985507,3.25,0.878378378378378,1.25,1,-0.25,0.337837837837838,0.307692307692308,-0.0301455301455301,0.6125,0.75,0.1375,0,0.159420289855072,NA,NA,"middle"
