"subID","keyboard_condition","trial_type","trial_number","correct_num","response_num","response_rt","correct_space","correct_width","response_width","probe_width","adjustment_duration","stim_length","exp_version","number_deviation","width_deviation","number_deviation_ratio","width_deviation_ratio","actual_pooled_width","response_pooled_width","pooled_width_deviation","width_deviation_relative","absolute_width_deviation"
"p303","left_right_width","match",11,5,3,0.682570499950089,0.825,0.55,0.3,0.25,1.2472064999165,3.85,"exp2",-2,-0.25,-0.4,0.545454545454545,2.75,0.9,-1.85,-0.454545454545455,0.25
"p303","left_right_width","match",12,4,2,0.682933200034313,0.6,0.25,0.3,0.25,1.93422509997617,2.05,"exp2",-2,0.05,-0.5,1.2,1,0.6,-0.4,0.2,0.05
"p303","left_right_width","match",13,4,2,1.17241889995057,0.733333333333333,0.55,0.4,0.25,1.07620030001272,2.75,"exp2",-2,-0.15,-0.5,0.727272727272727,2.2,0.8,-1.4,-0.272727272727273,0.15
"p303","left_right_width","initial",14,5,3,1.33733929996379,0.7,0.55,0.5,0.4,1.04253520001657,3.35,"exp2",-2,-0.05,-0.4,0.909090909090909,2.75,1.5,-1.25,-0.090909090909091,0.05
"p303","left_right_width","match",15,4,2,0.848895299946889,0.783333333333333,0.25,0.25,0.55,1.4225552000571,2.6,"exp2",-2,5.55111512312578e-17,-0.5,1,1,0.5,-0.5,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","initial",16,5,3,0.635102300089784,0.9,0.25,0.4,0.4,1.3132445999654,3.85,"exp2",-2,0.15,-0.4,1.6,1.25,1.2,-0.0499999999999998,0.6,0.15
"p303","left_right_width","initial",17,4,2,1.43397580005694,0.9,0.55,0.4,0.35,0.958546099951491,3.25,"exp2",-2,-0.15,-0.5,0.727272727272727,2.2,0.8,-1.4,-0.272727272727273,0.15
"p303","left_right_width","initial",18,3,2,0.69893149996642,1.1,0.4,0.4,0.25,1.18215490004513,2.6,"exp2",-1,-5.55111512312578e-17,-0.333333333333333,1,1.2,0.8,-0.4,-1.38777878078145e-16,5.55111512312578e-17
"p303","left_right_width","match",19,3,3,0.881187199964188,1.8,0.25,0.3,0.5,1.50107330002356,3.85,"exp2",0,0.05,0,1.2,0.75,0.9,0.15,0.2,0.05
"p303","left_right_width","match",20,3,2,0.746735299937427,1.8,0.4,0.25,0.35,1.24470579996705,4,"exp2",-1,-0.15,-0.333333333333333,0.625,1.2,0.5,-0.7,-0.375,0.15
"p303","left_right_width","match",21,3,2,0.824122400023043,1.8,0.55,0.55,0.5,0.821511599933729,4.15,"exp2",-1,0,-0.333333333333333,1,1.65,1.1,-0.55,0,0
"p303","left_right_width","initial",22,5,3,0.855310100014322,1.1,0.25,0.35,0.2,1.63531230005901,4.65,"exp2",-2,0.1,-0.4,1.4,1.25,1.05,-0.2,0.4,0.1
"p303","left_right_width","initial",23,3,2,0.499292699969374,1.1,0.25,0.25,0.45,1.19942099996842,2.45,"exp2",-1,5.55111512312578e-17,-0.333333333333333,1,0.75,0.5,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","initial",24,3,2,0.517995100002736,0.9,0.25,0.25,0.4,1.00794889999088,2.05,"exp2",-1,5.55111512312578e-17,-0.333333333333333,1,0.75,0.5,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","initial",25,5,3,0.590382699971087,0.9,0.4,0.25,0.2,1.38297849998344,4,"exp2",-2,-0.15,-0.4,0.625,2,0.75,-1.25,-0.375,0.15
"p303","left_right_width","match",26,3,3,0.914557500043884,2.2,0.25,0.2,0.4,1.03658859990537,4.65,"exp2",0,-0.0499999999999999,0,0.8,0.75,0.6,-0.15,-0.2,0.0499999999999999
"p303","left_right_width","match",27,5,3,0.988057899987325,0.525,0.25,0.1,0.3,1.1075559000019,2.35,"exp2",-2,-0.15,-0.4,0.4,1.25,0.3,-0.95,-0.6,0.15
"p303","left_right_width","initial",28,4,4,0.704858499928378,0.7,0.25,0.35,0.55,1.05913289997261,2.35,"exp2",0,0.1,0,1.4,1,1.4,0.4,0.4,0.1
"p303","left_right_width","match",29,4,2,0.889842199976556,0.466666666666667,0.4,0.2,0.2,1.07600000000093,1.8,"exp2",-2,-0.2,-0.5,0.5,1.6,0.4,-1.2,-0.5,0.2
"p303","left_right_width","initial",30,4,3,0.538543300004676,0.9,0.4,0.3,0.5,1.23592460004147,3.1,"exp2",-1,-0.1,-0.25,0.75,1.6,0.9,-0.7,-0.25,0.1
"p303","left_right_width","initial",31,5,4,0.729515600018203,0.9,0.55,0.4,0.55,1.01940320001449,4.15,"exp2",-1,-0.15,-0.2,0.727272727272727,2.75,1.6,-1.15,-0.272727272727273,0.15
"p303","left_right_width","initial",32,3,2,0.608181299990974,0.9,0.4,0.3,0.3,1.09449269995093,2.2,"exp2",-1,-0.1,-0.333333333333333,0.75,1.2,0.6,-0.6,-0.25,0.1
"p303","left_right_width","match",33,5,3,0.763049999950454,0.675,0.55,0.25,0.2,1.30859729996882,3.25,"exp2",-2,-0.3,-0.4,0.454545454545455,2.75,0.75,-2,-0.545454545454546,0.3
"p303","left_right_width","initial",34,4,2,0.551925099920481,0.7,0.55,0.35,0.5,1.28091889992356,2.65,"exp2",-2,-0.2,-0.5,0.636363636363636,2.2,0.7,-1.5,-0.363636363636364,0.2
"p303","left_right_width","initial",35,3,2,0.511691100080498,1.1,0.55,0.35,0.5,1.51441200007685,2.75,"exp2",-1,-0.2,-0.333333333333333,0.636363636363636,1.65,0.7,-0.95,-0.363636363636364,0.2
"p303","left_right_width","initial",36,3,2,0.541970400023274,0.7,0.55,0.25,0.35,0.967780600069091,1.95,"exp2",-1,-0.3,-0.333333333333333,0.454545454545455,1.65,0.5,-1.15,-0.545454545454546,0.3
"p303","left_right_width","match",37,5,3,0.723327500047162,0.8625,0.25,0.25,0.5,2.08443560008891,3.7,"exp2",-2,5.55111512312578e-17,-0.4,1,1.25,0.75,-0.5,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","initial",38,5,4,0.586495300056413,1.1,0.55,0.4,0.4,1.31454009993467,4.95,"exp2",-1,-0.15,-0.2,0.727272727272727,2.75,1.6,-1.15,-0.272727272727273,0.15
"p303","left_right_width","initial",39,4,3,0.686081399908289,1.1,0.4,0.25,0.45,1.16970339999534,3.7,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p303","left_right_width","match",40,4,2,0.643308899947442,0.6,0.4,0.2,0.2,1.04903059999924,2.2,"exp2",-2,-0.2,-0.5,0.5,1.6,0.4,-1.2,-0.5,0.2
"p303","left_right_width","match",41,3,3,0.802005399949849,2.2,0.4,0.3,0.2,1.24947400006931,4.8,"exp2",0,-0.1,0,0.75,1.2,0.9,-0.3,-0.25,0.1
"p303","left_right_width","initial",42,4,2,0.535905899945647,1.1,0.55,0.3,0.3,1.02617239998654,3.85,"exp2",-2,-0.25,-0.5,0.545454545454545,2.2,0.6,-1.6,-0.454545454545455,0.25
"p303","left_right_width","match",43,3,3,0.986349200014956,2.2,0.55,0.3,0.5,1.16854179999791,4.95,"exp2",0,-0.25,0,0.545454545454546,1.65,0.9,-0.75,-0.454545454545455,0.25
"p303","left_right_width","match",44,5,2,0.79609870002605,0.675,0.25,0.25,0.4,1.1308136000298,2.95,"exp2",-3,5.55111512312578e-17,-0.6,1,1.25,0.5,-0.75,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","match",45,5,3,0.574736000038683,0.525,0.4,0.25,0.2,1.14202849997673,2.5,"exp2",-2,-0.15,-0.4,0.625,2,0.75,-1.25,-0.375,0.15
"p303","left_right_width","initial",46,3,2,0.47689759999048,0.9,0.55,0.3,0.2,1.22412809997331,2.35,"exp2",-1,-0.25,-0.333333333333333,0.545454545454545,1.65,0.6,-1.05,-0.454545454545455,0.25
"p303","left_right_width","initial",47,5,3,0.701382700004615,0.7,0.4,0.3,0.5,1.24872699996922,3.2,"exp2",-2,-0.1,-0.4,0.75,2,0.9,-1.1,-0.25,0.1
"p303","left_right_width","initial",48,4,3,0.672503700014204,1.1,0.25,0.25,0.45,2.73987229994964,3.55,"exp2",-1,5.55111512312578e-17,-0.25,1,1,0.75,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","match",49,5,4,1.11941160005517,0.675,0.4,0.2,0.25,1.63261590001639,3.1,"exp2",-1,-0.2,-0.2,0.5,2,0.8,-1.2,-0.5,0.2
"p303","left_right_width","initial",50,4,2,0.643760800012387,0.9,0.25,0.2,0.3,1.19291260000318,2.95,"exp2",-2,-0.05,-0.5,0.8,1,0.4,-0.6,-0.2,0.05
"p303","left_right_width","initial",51,3,2,0.460031000082381,0.7,0.25,0.25,0.45,1.56041829998139,1.65,"exp2",-1,5.55111512312578e-17,-0.333333333333333,1,0.75,0.5,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","match",52,3,2,0.499182199942879,1.4,0.25,0.25,0.45,1.2799243000336,3.05,"exp2",-1,5.55111512312578e-17,-0.333333333333333,1,0.75,0.5,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","initial",1,3,3,1.31636840000283,1.1,0.25,0.15,0.2,2.4953295000596,2.45,"exp2",0,-0.1,0,0.6,0.75,0.45,-0.3,-0.4,0.1
"p303","left_right_width","initial",2,4,2,0.594754099962302,0.9,0.55,0.4,0.3,1.00129260006361,3.25,"exp2",-2,-0.15,-0.5,0.727272727272727,2.2,0.8,-1.4,-0.272727272727273,0.15
"p303","left_right_width","initial",3,4,2,0.531590300030075,0.7,0.25,0.35,0.55,1.18238660006318,2.35,"exp2",-2,0.1,-0.5,1.4,1,0.7,-0.3,0.4,0.1
"p303","left_right_width","match",4,4,2,0.602773299906403,0.6,0.55,0.45,0.2,1.6177893000422,2.35,"exp2",-2,-0.1,-0.5,0.818181818181818,2.2,0.9,-1.3,-0.181818181818182,0.1
"p303","left_right_width","match",5,3,2,0.629163999925368,1.8,0.4,0.25,0.55,1.61114090005867,4,"exp2",-1,-0.15,-0.333333333333333,0.625,1.2,0.5,-0.7,-0.375,0.15
"p303","left_right_width","initial",6,5,3,0.723295999923721,0.7,0.55,0.35,0.2,1.66958529991098,3.35,"exp2",-2,-0.2,-0.4,0.636363636363636,2.75,1.05,-1.7,-0.363636363636364,0.2
"p303","left_right_width","initial",7,4,2,0.5498668999644,0.7,0.4,0.25,0.45,1.13422560004983,2.5,"exp2",-2,-0.15,-0.5,0.625,1.6,0.5,-1.1,-0.375,0.15
"p303","left_right_width","match",8,4,2,0.763445900054649,0.783333333333333,0.25,0.25,0.45,1.051238700049,2.6,"exp2",-2,5.55111512312578e-17,-0.5,1,1,0.5,-0.5,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","match",9,3,2,0.505549800000153,1.8,0.55,0.4,0.25,1.37991330004297,4.15,"exp2",-1,-0.15,-0.333333333333333,0.727272727272727,1.65,0.8,-0.85,-0.272727272727273,0.15
"p303","left_right_width","match",10,5,3,0.882869600085542,0.675,0.25,0.15,0.2,0.847304999944754,2.95,"exp2",-2,-0.1,-0.4,0.6,1.25,0.45,-0.8,-0.4,0.1
"p303","left_right_width","initial",11,4,2,0.606600500061177,0.7,0.55,0.25,0.35,1.38068439997733,2.65,"exp2",-2,-0.3,-0.5,0.454545454545455,2.2,0.5,-1.7,-0.545454545454546,0.3
"p303","left_right_width","match",12,4,2,1.02356500003953,0.6,0.4,0.15,0.3,0.901270400034264,2.2,"exp2",-2,-0.25,-0.5,0.375,1.6,0.3,-1.3,-0.625,0.25
"p303","left_right_width","match",13,3,3,0.905889299931005,2.2,0.4,0.2,0.5,2.43620550003834,4.8,"exp2",0,-0.2,0,0.5,1.2,0.6,-0.6,-0.5,0.2
"p303","left_right_width","initial",14,5,3,0.858978900010698,0.9,0.4,0.2,0.55,1.54245800001081,4,"exp2",-2,-0.2,-0.4,0.5,2,0.6,-1.4,-0.5,0.2
"p303","left_right_width","match",15,5,3,0.657013399992138,0.825,0.25,0.2,0.35,1.01375119993463,3.55,"exp2",-2,-0.05,-0.4,0.8,1.25,0.6,-0.65,-0.2,0.05
"p303","left_right_width","match",16,3,2,1.20286520000082,1.4,0.55,0.2,0.5,1.45770679996349,3.35,"exp2",-1,-0.35,-0.333333333333333,0.363636363636364,1.65,0.4,-1.25,-0.636363636363636,0.35
"p303","left_right_width","initial",17,3,2,0.478855800000019,1.1,0.4,0.25,0.3,0.84206129994709,2.6,"exp2",-1,-0.15,-0.333333333333333,0.625,1.2,0.5,-0.7,-0.375,0.15
"p303","left_right_width","initial",18,5,4,0.714051999966614,1.1,0.4,0.25,0.35,1.10084019997157,4.8,"exp2",-1,-0.15,-0.2,0.625,2,1,-1,-0.375,0.15
"p303","left_right_width","match",19,5,4,0.849800299969502,0.675,0.4,0.3,0.25,0.944064100040123,3.1,"exp2",-1,-0.1,-0.2,0.75,2,1.2,-0.8,-0.25,0.1
"p303","left_right_width","match",20,3,2,0.518539399956353,1.475,0.25,0.15,0.5,1.50416719994973,3.2,"exp2",-1,-0.0999999999999999,-0.333333333333333,0.6,0.75,0.3,-0.45,-0.4,0.0999999999999999
"p303","left_right_width","initial",21,4,3,0.61950639996212,1.1,0.4,0.25,0.25,1.13778720004484,3.7,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p303","left_right_width","initial",22,5,3,0.662510000052862,0.9,0.55,0.35,0.25,1.03536030009855,4.15,"exp2",-2,-0.2,-0.4,0.636363636363636,2.75,1.05,-1.7,-0.363636363636364,0.2
"p303","left_right_width","match",23,3,3,0.606965300044976,2.2,0.55,0.25,0.35,0.806241000071168,4.95,"exp2",0,-0.3,0,0.454545454545455,1.65,0.75,-0.9,-0.545454545454546,0.3
"p303","left_right_width","match",24,5,4,1.07833099993877,0.8625,0.25,0.15,0.5,1.81782759993803,3.7,"exp2",-1,-0.0999999999999999,-0.2,0.6,1.25,0.6,-0.65,-0.4,0.0999999999999999
"p303","left_right_width","match",25,3,3,0.715123200090602,1.8,0.25,0.2,0.3,0.894004100002348,3.85,"exp2",0,-0.05,0,0.8,0.75,0.6,-0.15,-0.2,0.05
"p303","left_right_width","match",26,5,4,0.672803500085138,0.825,0.55,0.35,0.55,1.34948019997682,3.85,"exp2",-1,-0.2,-0.2,0.636363636363636,2.75,1.4,-1.35,-0.363636363636364,0.2
"p303","left_right_width","match",27,5,3,0.816041599959135,0.525,0.25,0.2,0.25,0.927403899957426,2.35,"exp2",-2,-0.05,-0.4,0.8,1.25,0.6,-0.65,-0.2,0.05
"p303","left_right_width","initial",28,3,2,0.704842999926768,1.1,0.55,0.35,0.3,0.851062700035982,2.75,"exp2",-1,-0.2,-0.333333333333333,0.636363636363636,1.65,0.7,-0.95,-0.363636363636364,0.2
"p303","left_right_width","initial",29,3,2,0.565063399961218,0.7,0.25,0.2,0.55,1.75723049999215,1.65,"exp2",-1,-0.0499999999999999,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.0499999999999999
"p303","left_right_width","match",30,4,3,0.634602100006305,0.466666666666667,0.4,0.25,0.35,0.782797599909827,1.8,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p303","left_right_width","match",31,3,2,0.681607700069435,1.4,0.25,0.2,0.45,1.27815040003043,3.05,"exp2",-1,-0.0499999999999999,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.0499999999999999
"p303","left_right_width","initial",32,5,4,0.644160200026818,0.9,0.25,0.15,0.45,1.67207550001331,3.85,"exp2",-1,-0.0999999999999999,-0.2,0.6,1.25,0.6,-0.65,-0.4,0.0999999999999999
"p303","left_right_width","initial",33,4,3,0.727319100056775,1.1,0.25,0.25,0.35,0.920238699996844,3.55,"exp2",-1,0,-0.25,1,1,0.75,-0.25,0,0
"p303","left_right_width","match",34,4,3,0.560033899964765,0.733333333333333,0.25,0.15,0.2,0.746047000051476,2.45,"exp2",-1,-0.1,-0.25,0.6,1,0.45,-0.55,-0.4,0.1
"p303","left_right_width","match",35,5,3,0.943450899911113,0.675,0.55,0.55,0.25,1.65612880000845,3.25,"exp2",-2,-1.11022302462516e-16,-0.4,1,2.75,1.65,-1.1,-2.01858731750028e-16,1.11022302462516e-16
"p303","left_right_width","initial",36,4,3,0.75858290004544,1.1,0.55,0.6,0.5,0.871786399977282,3.85,"exp2",-1,0.05,-0.25,1.09090909090909,2.2,1.8,-0.4,0.090909090909091,0.05
"p303","left_right_width","initial",37,3,2,0.501694000093266,0.7,0.4,0.25,0.2,1.27993259998038,1.8,"exp2",-1,-0.15,-0.333333333333333,0.625,1.2,0.5,-0.7,-0.375,0.15
"p303","left_right_width","initial",38,4,3,0.656160100013949,0.9,0.25,0.1,0.35,1.28443840006366,2.95,"exp2",-1,-0.15,-0.25,0.4,1,0.3,-0.7,-0.6,0.15
"p303","left_right_width","initial",39,5,4,0.6183144999668,1.1,0.25,0.2,0.4,1.34454869991168,4.65,"exp2",-1,-0.0499999999999999,-0.2,0.8,1.25,0.8,-0.45,-0.2,0.0499999999999999
"p303","left_right_width","initial",40,5,3,1.17279129999224,0.7,0.25,0.15,0.2,0.996567500056699,3.05,"exp2",-2,-0.1,-0.4,0.6,1.25,0.45,-0.8,-0.4,0.1
"p303","left_right_width","initial",41,5,3,0.543241699924693,0.7,0.4,0.25,0.35,1.20870119996835,3.2,"exp2",-2,-0.15,-0.4,0.625,2,0.75,-1.25,-0.375,0.15
"p303","left_right_width","initial",42,3,2,0.67072559997905,0.7,0.55,0.4,0.25,0.947837800020352,1.95,"exp2",-1,-0.15,-0.333333333333333,0.727272727272727,1.65,0.8,-0.85,-0.272727272727273,0.15
"p303","left_right_width","match",43,4,2,0.586469499976374,0.6,0.25,0.2,0.3,0.97853900003247,2.05,"exp2",-2,-0.05,-0.5,0.8,1,0.4,-0.6,-0.2,0.05
"p303","left_right_width","match",44,4,2,0.510179199976847,0.466666666666667,0.25,0.2,0.4,1.11285779997706,1.65,"exp2",-2,-0.0499999999999999,-0.5,0.8,1,0.4,-0.6,-0.2,0.0499999999999999
"p303","left_right_width","initial",45,5,4,0.723401000024751,1.1,0.55,0.4,0.25,1.36605239997152,4.95,"exp2",-1,-0.15,-0.2,0.727272727272727,2.75,1.6,-1.15,-0.272727272727273,0.15
"p303","left_right_width","initial",46,3,2,0.614465999999084,0.9,0.55,0.35,0.2,1.32401089998893,2.35,"exp2",-1,-0.2,-0.333333333333333,0.636363636363636,1.65,0.7,-0.95,-0.363636363636364,0.2
"p303","left_right_width","initial",47,3,2,0.453028999967501,0.9,0.4,0.25,0.45,1.0261051999405,2.2,"exp2",-1,-0.15,-0.333333333333333,0.625,1.2,0.5,-0.7,-0.375,0.15
"p303","left_right_width","initial",48,4,3,0.703444999991916,0.9,0.4,0.25,0.35,0.865873800008558,3.1,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p303","left_right_width","initial",49,3,2,0.505180199979804,0.9,0.25,0.2,0.25,0.755432699923404,2.05,"exp2",-1,-0.05,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.05
"p303","left_right_width","match",50,5,3,0.605952400015667,0.525,0.4,0.25,0.55,1.8452862999402,2.5,"exp2",-2,-0.15,-0.4,0.625,2,0.75,-1.25,-0.375,0.15
"p303","left_right_width","match",51,4,2,0.961976799997501,0.733333333333333,0.55,0.3,0.25,1.1306515999604,2.75,"exp2",-2,-0.25,-0.5,0.545454545454545,2.2,0.6,-1.6,-0.454545454545455,0.25
"p303","left_right_width","match",52,3,3,0.682028900017031,2.2,0.25,0.1,0.25,1.0064339999808,4.65,"exp2",0,-0.15,0,0.4,0.75,0.3,-0.45,-0.6,0.15
"p303","left_right_width","match",1,5,2,0.833616700023413,0.675,0.25,0.2,0.55,1.69557560002431,2.95,"exp2",-3,-0.0499999999999999,-0.6,0.8,1.25,0.4,-0.85,-0.2,0.0499999999999999
"p303","left_right_width","match",2,5,3,0.452951499959454,0.8625,0.25,0.2,0.4,1.76148440001998,3.7,"exp2",-2,-0.0499999999999999,-0.4,0.8,1.25,0.6,-0.65,-0.2,0.0499999999999999
"p303","left_right_width","initial",3,4,3,0.619520499953069,0.7,0.4,0.25,0.55,1.45854599995073,2.5,"exp2",-1,-0.15,-0.25,0.625,1.6,0.75,-0.85,-0.375,0.15
"p303","left_right_width","match",4,5,3,0.857211799942888,0.675,0.4,0.4,0.35,0.772647699923255,3.1,"exp2",-2,-5.55111512312578e-17,-0.4,1,2,1.2,-0.8,-1.38777878078145e-16,5.55111512312578e-17
"p303","left_right_width","initial",5,4,2,0.744362600031309,0.9,0.4,0.4,0.25,1.3048130000243,3.1,"exp2",-2,-5.55111512312578e-17,-0.5,1,1.6,0.8,-0.8,-1.38777878078145e-16,5.55111512312578e-17
"p303","left_right_width","match",6,4,3,0.664219299913384,0.6,0.25,0.2,0.3,0.860119399963878,2.05,"exp2",-1,-0.05,-0.25,0.8,1,0.6,-0.4,-0.2,0.05
"p303","left_right_width","match",7,3,3,0.626878199982457,1.8,0.4,0.25,0.4,1.1439653999405,4,"exp2",0,-0.15,0,0.625,1.2,0.75,-0.45,-0.375,0.15
"p303","left_right_width","initial",8,4,3,0.571386799914762,0.9,0.55,0.1,0.2,0.980245399987325,3.25,"exp2",-1,-0.45,-0.25,0.181818181818182,2.2,0.3,-1.9,-0.818181818181818,0.45
"p303","left_right_width","initial",9,3,2,1.04650490009226,0.9,0.4,0.45,0.45,1.45113080006558,2.2,"exp2",-1,0.05,-0.333333333333333,1.125,1.2,0.9,-0.3,0.125,0.05
"p303","left_right_width","initial",10,4,3,0.650806699995883,1.1,0.55,0.4,0.55,0.847703999956138,3.85,"exp2",-1,-0.15,-0.25,0.727272727272727,2.2,1.2,-1,-0.272727272727273,0.15
"p303","left_right_width","match",11,4,2,0.615926300059073,0.466666666666667,0.25,0.35,0.55,1.08619159995578,1.65,"exp2",-2,0.1,-0.5,1.4,1,0.7,-0.3,0.4,0.1
"p303","left_right_width","match",12,5,3,0.552751499926671,0.825,0.25,0.3,0.45,0.945923099992797,3.55,"exp2",-2,0.05,-0.4,1.2,1.25,0.9,-0.35,0.2,0.05
"p303","left_right_width","match",13,4,3,0.600789699936286,0.733333333333333,0.25,0.2,0.2,1.03880450001452,2.45,"exp2",-1,-0.05,-0.25,0.8,1,0.6,-0.4,-0.2,0.05
"p303","left_right_width","initial",14,5,4,0.655296600074507,1.1,0.25,0.3,0.45,1.17205239995383,4.65,"exp2",-1,0.05,-0.2,1.2,1.25,1.2,-0.0499999999999998,0.2,0.05
"p303","left_right_width","match",15,3,2,0.566170100006275,1.4,0.55,0.45,0.2,1.40624649997335,3.35,"exp2",-1,-0.1,-0.333333333333333,0.818181818181818,1.65,0.9,-0.75,-0.181818181818182,0.1
"p303","left_right_width","initial",16,5,4,1.14400249999017,0.9,0.25,0.3,0.25,1.09866429993417,3.85,"exp2",-1,0.05,-0.2,1.2,1.25,1.2,-0.05,0.2,0.05
"p303","left_right_width","initial",17,5,3,0.671641000080854,0.9,0.4,0.2,0.3,0.771198200061917,4,"exp2",-2,-0.2,-0.4,0.5,2,0.6,-1.4,-0.5,0.2
"p303","left_right_width","initial",18,3,2,0.529887499986216,1.1,0.4,0.35,0.55,2.31547829997726,2.6,"exp2",-1,-0.05,-0.333333333333333,0.875,1.2,0.7,-0.5,-0.125,0.05
"p303","left_right_width","initial",19,3,2,0.663461100077257,0.7,0.55,0.45,0.25,1.37321520003024,1.95,"exp2",-1,-0.1,-0.333333333333333,0.818181818181818,1.65,0.9,-0.75,-0.181818181818182,0.1
"p303","left_right_width","initial",20,5,4,0.659389699925669,1.1,0.55,0.45,0.45,1.33497960004024,4.95,"exp2",-1,-0.1,-0.2,0.818181818181818,2.75,1.8,-0.95,-0.181818181818182,0.1
"p303","left_right_width","initial",21,3,2,1.08052680001128,1.1,0.55,0.35,0.5,1.32503850001376,2.75,"exp2",-1,-0.2,-0.333333333333333,0.636363636363636,1.65,0.7,-0.95,-0.363636363636364,0.2
"p303","left_right_width","match",22,3,2,0.565667099901475,1.4,0.25,0.2,0.4,1.22870520001743,3.05,"exp2",-1,-0.0499999999999999,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.0499999999999999
"p303","left_right_width","initial",23,4,3,0.723668799968436,0.7,0.55,0.35,0.25,1.86209070007317,2.65,"exp2",-1,-0.2,-0.25,0.636363636363636,2.2,1.05,-1.15,-0.363636363636364,0.2
"p303","left_right_width","initial",24,3,2,0.573446900001727,0.9,0.25,0.25,0.45,1.49409469997045,2.05,"exp2",-1,5.55111512312578e-17,-0.333333333333333,1,0.75,0.5,-0.25,2.22044604925031e-16,5.55111512312578e-17
"p303","left_right_width","match",25,5,3,0.622035900014453,0.675,0.55,0.4,0.35,1.23603180004284,3.25,"exp2",-2,-0.15,-0.4,0.727272727272727,2.75,1.2,-1.55,-0.272727272727273,0.15
"p303","left_right_width","initial",26,5,3,0.770858800038695,0.7,0.4,0.35,0.35,1.65084550005849,3.2,"exp2",-2,-0.05,-0.4,0.875,2,1.05,-0.95,-0.125,0.05
"p303","left_right_width","initial",27,5,4,0.635422900086269,1.1,0.4,0.25,0.45,1.42399929999374,4.8,"exp2",-1,-0.15,-0.2,0.625,2,1,-1,-0.375,0.15
"p303","left_right_width","initial",28,3,2,0.791498100035824,1.1,0.25,0.2,0.4,1.70315399998799,2.45,"exp2",-1,-0.0499999999999999,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.0499999999999999
"p303","left_right_width","match",29,3,3,0.697571799973957,2.2,0.55,0.35,0.3,0.845330599928275,4.95,"exp2",0,-0.2,0,0.636363636363636,1.65,1.05,-0.6,-0.363636363636364,0.2
"p303","left_right_width","initial",30,3,2,0.465513800038025,0.7,0.25,0.2,0.25,0.782510700053535,1.65,"exp2",-1,-0.05,-0.333333333333333,0.8,0.75,0.4,-0.35,-0.2,0.05
"p303","left_right_width","match",31,5,3,0.636992500047199,0.525,0.4,0.25,0.55,1.73007190006319,2.5,"exp2",-2,-0.15,-0.4,0.625,2,0.75,-1.25,-0.375,0.15
"p303","left_right_width","match",32,3,3,0.826142100035213,1.8,0.25,0.05,0.35,1.62418829998933,3.85,"exp2",0,-0.2,0,0.2,0.75,0.15,-0.6,-0.8,0.2
"p303","left_right_width","initial",33,4,3,0.532334399991669,1.1,0.25,0.15,0.4,1.85424340004101,3.55,"exp2",-1,-0.0999999999999999,-0.25,0.6,1,0.45,-0.55,-0.4,0.0999999999999999
"p303","left_right_width","match",34,3,3,0.555443699937314,1.8,0.55,0.5,0.45,0.803545100032352,4.15,"exp2",0,-0.05,0,0.909090909090909,1.65,1.5,-0.15,-0.090909090909091,0.05
"p303","left_right_width","match",35,4,2,0.505981200025417,0.6,0.4,0.2,0.45,1.57266459998209,2.2,"exp2",-2,-0.2,-0.5,0.5,1.6,0.4,-1.2,-0.5,0.2
"p303","left_right_width","initial",36,4,3,0.670131899998523,0.7,0.25,0.15,0.45,1.5545606999658,2.35,"exp2",-1,-0.0999999999999999,-0.25,0.6,1,0.45,-0.55,-0.4,0.0999999999999999
"p303","left_right_width","match",37,3,3,0.532724400050938,2.2,0.25,0.15,0.5,2.09583199990448,4.65,"exp2",0,-0.0999999999999999,0,0.6,0.75,0.45,-0.3,-0.4,0.0999999999999999
"p303","left_right_width","match",38,5,4,0.766192500013858,0.825,0.55,0.45,0.2,1.87170479993802,3.85,"exp2",-1,-0.1,-0.2,0.818181818181818,2.75,1.8,-0.95,-0.181818181818182,0.1
"p303","left_right_width","match",39,4,2,1.79020329995546,0.783333333333333,0.25,0.15,0.4,1.66927019995637,2.6,"exp2",-2,-0.0999999999999999,-0.5,0.6,1,0.3,-0.7,-0.4,0.0999999999999999
